id,title,year,label,label_link,catalog_no,genre,links_wiki,photo_path,media,format,compilation,release_type,record_format,release_area,tracks,description,public
149,Crucifix/Swastika,2005,Record Label,www.recordlabelrecords.org,RL11,Rock Experimental Acoustic,,.crucifixswastika.jpg,CD,Single Disc,,LP,,Domestic,"<p><ol>\r\n<li>Fondu or Don\t</li>\r\n<li>The Singularity Song</li>\r\n<li>\Member Sexy \Branes</li>\r\n<li>UtoPioneers</li>\r\n<li>I\m Not a Robot-Barbarian</li>\r\n<li>HoPi Profiteers</li>\r\n</ol></p>",,1
150,Boo! Human,2008,Polyvinyl,www.polyvinylrecords.com,PRC152,Rock Experimental,Boo!_Human,.boohuman.jpg,CD,Single Disc,,LP,,Domestic,"<p><ol>\r\n<li>Shown and Told</li>\r\n<li>Laughter Reflected Back</li>\r\n<li>Just Pack or Unpack</li>\r\n<li>9/11 2</li>\r\n<li>A Tell-Tale Penis</li>\r\n<li>Everywhere I Go Everyone I Know Laughs and Says I Told You So</li>\r\n<li>Vine on a Wire</li>\r\n<li>Insects Don\'t Eat Bananas</li>\r\n<li>Lying and Cheating and Chasing You Around</li>\r\n<li>If There Was a Time #1</li>\r\n<li>The Surrender #1</li>\r\n<li>If There Was a Time #2</li>\r\n<li>The Surrender #2</li>\r\n<li>So-and-So</li>\r\n</ol></p>",,1
151,How Memory Works,1998,Jade Tree,www.jadetree.com,JT1037,Rock Experimental,How_Memory_Works_(Album),.howmemoryworks.jpg,CD,Single Disc,,LP,,Domestic,"<p><ol>\r\n<li>Honestly Now</li>\r\n<li>Gin &amp; Platonic</li>\r\n<li>To\'ve Had Two Of</li>\r\n<li>This Life Cumulative</li>\r\n<li>A Pale Orange</li>\r\n<li>White Out</li>\r\n<li>So Open; Hooray!</li>\r\n<li>A Name</li>\r\n<li>Osmosis Doesn\'t Work</li>\r\n<li>God Bless America</li>\r\n<li>A Party Able Model Of</li>\r\n</ol></p>",,1
152,Waiting on the Eclipse,1994,Sub Pop,www.subpop.com,SP271,Rock Instrumental,,.waitingontheeclipse.jpg,Record,Single Disc,,Single,7,Domestic,"<p><ol>\r\n<li>Waiting on the Eclipse</li>\r\n<li>Summer Salt</li>\r\n</ol></p>",,1
153,A Portable Model Of,1997,Jade Tree,www.jadetree.com,JT1033,Rock Experimental,A_Portable_Model_Of..._(Album),.portablemodelof.jpg,CD,Single Disc,,LP,,Domestic,"<p><ol>\r\n<li>I Love a Woman (Who Loves Me)</li>\r\n<li>The Hands</li>\r\n<li>Anne Aviary</li>\r\n<li>Let\'s Wrestle</li>\r\n<li>Romulans!Romulans!</li>\r\n<li>Post Coitus Rock</li>\r\n<li>Count to a Thousand</li>\r\n<li>How Wheeling Feels</li>\r\n<li>In Pompeii</li>\r\n<li>Caliban</li>\r\n<li>In Pamplona</li>\r\n<li>I Was Born</li>\r\n<li>(I Love a Woman) Who Loves Me</li>\r\n</ol></p>",,1
154,Addicts and Drunks,2003,Sixgunlover,www.sixgunlover.com,SGL010,Rock Instrumental Math Rock,,.addictsanddrunks.jpg,CD,Single Disc,,LP,,Domestic,"<p><ol>\r\n<li>Andrea Loves Horses</li>\r\n<li>It\'s All About Right Then</li>\r\n<li>Good Luck with Your Multiple Personalities</li>\r\n<li>Laser Guided by God</li>\r\n<li>Futuristic Genitalia</li>\r\n<li>Sex Is Popular</li>\r\n<li>Hot Dot Above, Tan Man Below</li>\r\n<li>Is that a Person?</li>\r\n<li>Four Red Brains</li>\r\n<li>Conversational All-Stars</li>\r\n<li>Mechanical Bull Rider</li>\r\n<li>Nicholas Prefers Dinosaurs</li>\r\n<li>Cowboys and Sailors</li>\r\n<li>Doo Dee Doo Dee Do</li>\r\n<li>Stoli on the Rocks</li>\r\n<li>Bizarre Funeral</li>\r\n</ol></p>",,1
155,Precious Blood,2001,sixgunlover,www.sixgunlover.com,SGL006,Rock Instrumental Math Rock,,.preciousblood.jpg,CD,Single Disc,,LP,,Domestic,"<p>&nbsp;</p>\r\n<ol>\r\n<li>Andrea Loves Horses</li>\r\n<li>It\'s All about Right Then</li>\r\n<li>Godd Luck with Your Multiple Personalities</li>\r\n<li>Laser Guided by God</li>\r\n<li>Futuristic Genitalia</li>\r\n<li>Sex Is Popular</li>\r\n<li>Hot Dot Above, Tan Man Below</li>\r\n<li>Is that a Person?</li>\r\n<li>Four Red Brains</li>\r\n<li>Conversational All-Stars</li>\r\n<li>Mechanical Bull Rider</li>\r\n<li>Nicholas Prefers Dinosaurs</li>\r\n</ol>\r\n<p>&nbsp;</p>",,1
156,Analphabetapolothology,1998,Jade Tree,www.jadetree.com,JT1036,Rock Emo,Analphabetapolothology,.alphabetapolothology.jpg,CD,Double Disc,Compilation,LP,,Domestic,"<p><strong>Disc One</strong></p>\r\n<ol>\r\n<li>Little League</li>\r\n<li>Oh Messy Life</li>\r\n<li>Puddle Splashers</li>\r\n<li>Flashpoint:Catheter</li>\r\n<li>In the Clear</li>\r\n<li>Yes, I Am Talking to You</li>\r\n<li>Basil\'s Kite</li>\r\n<li>Bluegrassish</li>\r\n<li>Planet Shhh</li>\r\n<li>The Sands Have Turned Purple</li>\r\n<li>Precious</li>\r\n<li>Que Suerte!</li>\r\n<li>Take On Me</li>\r\n<li>Tokyo</li>\r\n<li>Ooh Do I Love You</li>\r\n<li>Hey Ma, Do I Hafta Choke On These</li>\r\n<li>Forget Who We Are</li>\r\n<li>Olerud</li>\r\n</ol>\r\n<p>&nbsp;</p>\r\n<p><strong>Disc Two</strong></p>\r\n<ol>\r\n<li>We Are Scientists!</li>\r\n<li>Sea Tea</li>\r\n<li>Troubled by Insects</li>\r\n<li>Rocky Rococo</li>\r\n<li>In the Clear</li>\r\n<li>Soria</li>\r\n<li>No Use for a Piano Player When You\'ve Got a Player Piano</li>\r\n<li>Scary Kids Scaring Kids</li>\r\n<li>Bluegrass</li>\r\n<li>Winter Wonderland</li>\r\n<li>AOK</li>\r\n<li>Geheim</li>\r\n<li>Sergio Valente</li>\r\n<li>Easy Driver</li>\r\n<li>Theme to \'90210\'</li>\r\n<li>Ooh Do I Love You</li>\r\n</ol><p>",,1
157,American Football,1999,Polyvinyl,www.polyvinylrecords.com,PRC025,Rock Emo,American_Football_(band)#Discography,.americanfootball.jpg,CD,Single Disc,,LP,,Domestic,"<p><ol>\r\n<li>Never Meant</li>\r\n<li>The Summer Ends</li>\r\n<li>Honestly?</li>\r\n<li>For Sure.</li>\r\n<li>You Know I Should Be Leaving Soon</li>\r\n<li>But the Regrets Are Killing Me</li>\r\n<li>I\'ll See You When We\'re Both Not So Emotional</li>\r\n<li>Stay Home</li>\r\n<li>The One with the Wurlitzer</li>\r\n</ol></p>",,1
158,The Wonder Show of the World,2010,Drag City,www.dragcity.com,DC2012,Folk Rock,The_Wonder_Show_of_the_World,.wondershowoftheworld.jpeg,CD,Single Disc,,LP,,Domestic,"<p><ol>\r\n<li>Troublesome Houses</li>\r\n<li>Teach Me to Bear You</li>\r\n<li>With Cornstalks or Among Them</li>\r\n<li>The Sounds Are Always Begging</li>\r\n<li>Go Folks, Go</li>\r\n<li>That\'s What Our Love Is</li>\r\n<li>Merciless and Great</li>\r\n<li>Where the Wind Blows</li>\r\n<li>Someone Coming Through</li>\r\n<li>Kids</li>\r\n</ol></p>",,1
159,Unmap,2009,Jagjaguwar,www.jagjaguwar.com,JAG156,Experimental Rock,Unmap,.unmap.jpeg,CD,Single Disc,,LP,,Domestic,"<p><ol>\r\n<li>Husks and Shells</li>\r\n<li>Seeplymouth</li>\r\n<li>Island, Is</li>\r\n<li>Dote</li>\r\n<li>And Gather</li>\r\n<li>Mbira in the Morass</li>\r\n<li>Cool Knowledge</li>\r\n<li>Still Youlogy</li>\r\n</ol></p>",,1
160,Midday b/w You Win,2010,Drag City,www.dragcity.com,DC2012X,Folk Rock,,.midday.jpeg,Record,Single Disc,,Single,7,Domestic,"<p><ol>\r\n<li>Midday</li>\r\n<li>You Win</li>\r\n</ol></p>",,1
161,Mice Parade,2007,Fatcat,www.fatcat-usa.com,FATCD63,Rock Acoustic Electronic,Mice_parade,.miceparade.jpeg,CD,Single Disc,,LP,,Domestic,"<p>&nbsp;</p>\r\n<ol>\r\n<li>Sneaky Red</li>\r\n<li>Tales of Las Negras</li>\r\n<li>The Last Ten Homes</li>\r\n<li>Snow</li>\r\n<li>Double Dolphins on the Nickel</li>\r\n<li>Satchelaise</li>\r\n<li>Swing</li>\r\n<li>Circle None</li>\r\n<li>The Nights after Friction</li>\r\n</ol>\r\n<p>&nbsp;</p>",,1
162,Bem-Vinda Vontade,2005,Bubble Core,www.bubblecore.com,BC044,Rock Acoustic Electronic,Bem-Vinda_Vontade,.bemvinda.jpeg,CD,Single Disc,,LP,,Domestic,"<p><ol>\r\n<li>Warm Hand in Farmland</li>\r\n<li>Nights Wave</li>\r\n<li>Passing and Galloping</li>\r\n<li>The Days Before Fiction</li>\r\n<li>Steady as She Goes</li>\r\n<li>Waterslide</li>\r\n<li>The Boat Room</li>\r\n<li>Ground as Cold as Common</li>\r\n<li>Ende</li>\r\n</ol></p>",,1
163,Obrigado Saudade,2003,Bubble Core,www.bubblecore.com,BC042,Rock Acoustic Electronic,Obrigado_Saudade,.obrigadosaudade.jpeg,CD,Single Disc,,LP,,Domestic,"<p><ol>\r\n<li>Two, Three, Fall</li>\r\n<li>Mystery Brethren</li>\r\n<li>Focus on the Roller Coaster</li>\r\n<li>And Still It Sits in Front of You</li>\r\n<li>Wave Greeting</li>\r\n<li>Here Today</li>\r\n<li>Milton Road</li>\r\n<li>Spain</li>\r\n<li>Out of the Freedom World</li>\r\n<li>Guitars for Plants</li>\r\n<li>Refrain Tomorrow</li>\r\n</ol></p>",,1
164,Mokoondi,2001,Fatcat,www.fatcat-usa.com,FATCD16,Rock Acoustic Electronic,Mokoondi,.mokoondi.jpeg,CD,Single Disc,,LP,,Domestic,"<p><ol>\r\n<li>Open Air Dance</li>\r\n<li>Into the Freedom World</li>\r\n<li>Circle 1</li>\r\n<li>Pursuant to the Vibe</li>\r\n<li>Mokoondi</li>\r\n<li>Ramda\'s Focus</li>\r\n<li>Circle 2</li>\r\n<li>The Castaway Team</li>\r\n<li>Man on the Beach in Brasil</li>\r\n</ol></p>",,1
165,Southern Wall b/w Coleman,1998,Motorcoat,www.motorcoat.com,MR008,Rock,,165.southernwall.jpeg,Record,Single Disc,,Single,7,Domestic,"<p>&nbsp;</p>\r\n<ol>\r\n<li>Southern Wall</li>\r\n<li>Coleman</li>\r\n</ol>\r\n<p>&nbsp;</p>",,1
166,Joan of Arc Presents: Don\'t Mind Control,2010,Polyvinyl,www.polyvinylrecords.com,PRC191,Rock Experimental Acoustic,,.dontmindcontrol.jpeg,CD,Single Disc,Compilation,LP,,Domestic,"<p><ol>\r\n<li>Uwar</li>\r\n<li>Guider</li>\r\n<li>Privacy</li>\r\n<li>The Doug McComb Over</li>\r\n<li>No More No Where</li>\r\n<li>Kickstart</li>\r\n<li>Friend in Common</li>\r\n<li>Spit in Layers</li>\r\n<li>Long Looks</li>\r\n<li>Blanes echo Blirds, Bless echo Blouds</li>\r\n<li>Oh Solo</li>\r\n<li>Roots Dug into Dunes=Landslide</li>\r\n<li>Second Door from the Left</li>\r\n<li>Flicker</li>\r\n<li>Friday the 13th Part 2</li>\r\n<li>Oakey</li>\r\n<li>Gameshow Buzzer</li>\r\n<li>Drivin\ Me Crazy</li>\r\n</ol></p>",,1
167,Unsafe at Any Speed,1995,Actionboy/Grand Theft Autumn,,Actionboy16/GTA005,Rock Hardcore Punk,,.unsafeatanyspeed.jpeg,CD,Single Disc,,LP,,Domestic,"<p><ol>\r\n<li>Astaire</li>\r\n<li>Ethyl</li>\r\n<li>Swallow Water</li>\r\n<li>Congratulations, I\'m Late</li>\r\n<li>Dinky Rope Dog</li>\r\n<li>Choking Tonic Soda</li>\r\n<li>St. December</li>\r\n<li>Fifth Grade Tender</li>\r\n<li>Iris Is Aching for a Day</li>\r\n<li>Carpetbaggers</li>\r\n<li>Peppermint Gas</li>\r\n<li>Joy</li>\r\n</ol></p>",,1
168,New Features,2001,Bubble Core,www.bubblecore.com,BC034,Instrumental Jazz Dub,,.newfeatures.jpeg,CD,Single Disc,,LP,,Domestic,"<p><ol>\r\n<li>Magnified Features</li>\r\n<li>2 in Transition</li>\r\n<li>3 Out Here</li>\r\n<li>Clouds</li>\r\n<li>Were Once</li>\r\n<li>Sea Level</li>\r\n</ol></p>",,1
169,The Dylan Group & HiM,1997,Bubble Core,www.bubblecore.com,BC013,Instrumental Jazz Dub,,.himdylan.jpeg,CD,Single Disc,Split,LP,,Domestic,"<p>&nbsp;</p>\r\n<ol>\r\n<li>Stimulation (Alternate Reality)</li>\r\n<li>An Indolent Appreciation of What You Left Behind</li>\r\n<li>All That\'s Left</li>\r\n<li>Plastic Experience</li>\r\n<li>Perseverance Furthers</li>\r\n<li>The Wine</li>\r\n<li>The Aftermath</li>\r\n</ol>\r\n<p>&nbsp;</p>",,1
170,The Shepherd\'s Dog,2007,Sub Pop,www.subpop.com,SPCD710,Rock Folk,The_Shepherd%27s_Dog,.shepherdsdog.jpeg,CD,Single Disc,,LP,,Domestic,"<p><ol>\r\n<li>Pagan Angel and a Borrowed Car</li>\r\n<li>White Tooth Man</li>\r\n<li>Lovesong of the Buzzard</li>\r\n<li>Carousel</li>\r\n<li>House by the Sea</li>\r\n<li>Innocent Bones</li>\r\n<li>Wolves (Song of the Shepherd\'s Dog)</li>\r\n<li>Resurrection Fern</li>\r\n<li>Boy with a Coin</li>\r\n<li>The Devil Never Sleeps</li>\r\n<li>Peace Beneath the City</li>\r\n<li>Flightless Bird, American Mouth</li>\r\n</ol></p>",,1
171,Passing Afternoon,2004,Sub Pop,www.subpop.com,SPCD664,Rock Folk,Passing_Afternoon,.passingafternoon.jpeg,CD,Single Disc,,Single,,Domestic,"<p>&nbsp;</p>\r\n<ol>\r\n<li>Passing Afternoon</li>\r\n<li>Communion Cups and Someone\'s Coat</li>\r\n<li>Dearest Forsaken</li>\r\n</ol>\r\n<p>&nbsp;</p>",,1
172,Our Endless Numbered Days,2004,Sub Pop,www.subpop.com,SPCD630,Rock Folk,Our_Endless_Numbered_Days,.ourendlessnumbered.jpeg,CD,Single Disc,,LP,,Domestic,"<p><ol>\r\n<li>On Your Wings</li>\r\n<li>Naked as We Came</li>\r\n<li>Cinder and Smoke</li>\r\n<li>Sunset Soon Forgotten</li>\r\n<li>Teeth in the Grass</li>\r\n<li>Love and Some Verses</li>\r\n<li>Radio War</li>\r\n<li>Each Coming Night</li>\r\n<li>Free Until They Cut Me Down</li>\r\n<li>Fever Dreams</li>\r\n<li>Sodom, South Georgia</li>\r\n<li>Passing Afternoon</li>\r\n</ol></p>",,1
173,The Sea & the Rhythm,2003,Sub Pop,www.subpop.com,SPCD619,Rock Folk,The_Sea_%26_The_Rhythm,.seaandrhythm.jpeg,CD,Single Disc,,EP,,Domestic,"<p><ol>\r\n<li>Beneath the Balcony</li>\r\n<li>The Sea and the Rhythm</li>\r\n<li>The Night Descending</li>\r\n<li>Jesus the Mexican Boy</li>\r\n<li>Someday the Waves</li>\r\n</ol></p>",,1
174,The Creek Drank the Cradle,2002,Sub Pop,www.subpop.com,SPCD600,Rock Folk,The_Creek_Drank_the_Cradle,.creekdrankcradle.jpeg,CD,Single Disc,,LP,,Domestic,"<p><ol>\r\n<li>Lion\'s Mane</li>\r\n<li>Bird Stealing Bread</li>\r\n<li>Faded from the Winter</li>\r\n<li>Promising Light</li>\r\n<li>The Rooster Moans</li>\r\n<li>Upward Over the Mountain</li>\r\n<li>Southern Anthem</li>\r\n<li>An Angry Blade</li>\r\n<li>Weary Memory</li>\r\n<li>Promise What You Will</li>\r\n<li>Muddy Hymnal</li>\r\n</ol></p>",,1
175,In the Reins,2005,Overcoat,www.overcoatrecordings.com,OC28,Rock Folk Acoustic, Mariachi,In_the_Reins,.inthereins.jpeg,CD,Single Disc,Split,EP,,Domestic,"<p><ol>\r\n<li>He Lays in the Reins</li>\r\n<li>Prison on Route 41</li>\r\n<li>A History of Lovers</li>\r\n<li>Red Dust</li>\r\n<li>Sixteen, Maybe Less</li>\r\n<li>Burn That Broken Bed</li>\r\n<li>Dead Man\'s Will</li>\r\n</ol></p>",,1
176,Convict Pool,2004,Quarterstick,www.quarterstickrecords.com,QS90,Rock Folk Acoustic Mariachi,Convict_Pool,.convictpool.jpeg,CD,Single Disc,,EP,,Domestic,"<p><ol>\r\n<li>Alone Again Or</li>\r\n<li>Convict Pool</li>\r\n<li>Si Tu Disais</li>\r\n<li>Corona</li>\r\n<li>Praskovia</li>\r\n<li>Sirena</li>\r\n</ol></p>",,1
177,Feast of Wire,2003,Quarterstick,www.quarterstickrecords.com,QS78,Rock Americana Country Mariachi,Feast_of_Wire,.feastofwire.jpeg,CD,Single Disc,,LP,,Domestic,"<p><ol>\r\n<li>Sunken Waltz</li>\r\n<li>Quattro (World Drifts In)</li>\r\n<li>Stucco</li>\r\n<li>Black Heart</li>\r\n<li>Pepita</li>\r\n<li>Not Even Stevie Nicks...</li>\r\n<li>Close Behind</li>\r\n<li>Woven Birds</li>\r\n<li>The Book and the Canal</li>\r\n<li>Attack el Robot! Attack!</li>\r\n<li>Across the Wire</li>\r\n<li>Dub Latina</li>\r\n<li>G&uuml;ero Canelo</li>\r\n<li>Whipping the Horse\'s Eyes</li>\r\n<li>Crumble</li>\r\n<li>No Doze</li>\r\n</ol></p>",,1
178,Blacklisted,2002,Bloodshot,www.bloodshotrecords.com,BS099,Country Americana,Blacklisted_(album),.blacklisted.jpeg,CD,Single Disc,,LP,,Domestic,"<p><ol>\r\n<li>Things That Scare Me</li>\r\n<li>Deep Red Bells</li>\r\n<li>Outro with Bees</li>\r\n<li>Lady Pilot</li>\r\n<li>Tightly</li>\r\n<li>Look for Me (I\'ll Be Around)</li>\r\n<li>Stinging Velvet</li>\r\n<li>Pretty Girls</li>\r\n<li>I Missed the Point</li>\r\n<li>Blacklisted</li>\r\n<li>I Wish I Was the Moon</li>\r\n<li>Runnin\' Out of Fools</li>\r\n<li>Ghost Wiring</li>\r\n</ol></p>",,1
179,Red Line,2000,Thrill Jockey,www.thrilljockey.com,THRILL087,Rock Instrumental Math Rock,Red_Line_(album),.redline.jpg,CD,Single Disc,,LP,,Domestic,"<p><ol>\r\n<li>Let\'s Take the Fresh Step Together</li>\r\n<li>I Want It All</li>\r\n<li>Casual Friday</li>\r\n<li>PolizeiZu Sp&auml;t)</li>\r\n<li>Village in Bubbles</li>\r\n<li>For Now and Forever</li>\r\n<li>Play in the Summer</li>\r\n<li>Where Do You Want to Fuck Today?</li>\r\n<li>Don\'t Bundle Me</li>\r\n<li>Mr. Simmons</li>\r\n<li>Diabolical Cracker</li>\r\n<li>I\'m Coming Down</li>\r\n<li>The Dark Gift</li>\r\n<li>Air and Space</li>\r\n<li>Talk You All Tight</li>\r\n<li>Lunar Landing</li>\r\n<li>Bad Cat</li>\r\n<li>Slow Response</li>\r\n<li>Getting Very Nervous</li>\r\n<li>Ragged Agenda</li>\r\n<li>Shady Groove</li>\r\n</ol></p>",,1
180,Forgiveness Rock Record,2010,Arts & Crafts,www.arts-crafts.ca,A&C054,Rock,Forgiveness_Rock_Record,.forgivenessrockrecord.jpg,CD,Single Disc,,LP,,Domestic,"<p><ol>\r\n<li>World Sick</li>\r\n<li>Chase Scene</li>\r\n<li>Texico Bitches</li>\r\n<li>Forced to Love</li>\r\n<li>All to All</li>\r\n<li>Art House Director</li>\r\n<li>Highway Slipper Jam</li>\r\n<li>Ungrateful Little Father</li>\r\n<li>Meet Me in the Basement</li>\r\n<li>Sentimental X\'s</li>\r\n<li>Sweetest Kill</li>\r\n<li>Romance to the Grave</li>\r\n<li>Water in Hell</li>\r\n<li>Me and My Hand</li>\r\n</ol></p>",,1
181,You Forgot It In People,2002,Arts & Crafts,www.arts-crafts.ca,AC001,Rock,You_Forgot_It_In_People,.youforgotitinpeople.jpg,CD,Single Disc,,LP,,Domestic,"<p><ol>\r\n<li>Capture the Flag</li>\r\n<li>KC Accidental</li>\r\n<li>Stars and Sons</li>\r\n<li>Almost Crimes (Radio Kills Remix)</li>\r\n<li>Looks Just Like the Sun</li>\r\n<li>Pacific Theme</li>\r\n<li>Anthems for a Seventeen Year-Old Girl</li>\r\n<li>Cause=Time</li>\r\n<li>Late Nineties Bedroom Rock for the Missionaries</li>\r\n<li>Shampoo Suicide</li>\r\n<li>Lover\'s Spit</li>\r\n<li>I\'m Still Your Fag</li>\r\n<li>Pitter Patter Goes My Heart</li>\r\n</ol></p>",,1
182,Broken Social Scene,2005,Arts & Crafts,www.arts-crafts.ca,AC015,Rock,Broken_Social_Scene_(album),.brokensocialscene.png,CD,Single Disc,,LP,,Domestic,"<p><ol>\r\n<li>Our Faces Split the Coast In Half</li>\r\n<li>Ibi Dreams of Pavement (A Better Day)</li>\r\n<li>7/4 Shoreline</li>\r\n<li>Finish Your Collapse and Stay for Breakfast</li>\r\n<li>Major Label Debut</li>\r\n<li>Fire Eye\'d Boy</li>\r\n<li>Windsurfing Nation</li>\r\n<li>Swimmers</li>\r\n<li>Hotel</li>\r\n<li>Handjobs for the Holidays</li>\r\n<li>Superconnected</li>\r\n<li>Bandwitch</li>\r\n<li>Tremoloa Debut</li>\r\n<li>It\'s All Gonna Break</li>\r\n</ol></p>",,1
183,EP to Be You and Me,2005,Arts & Crafts,www.arts-crafts.ca,,Rock,Broken_Social_Scene_(album),null,CD,Single Disc,,EP,,Domestic,"<p><ol>\r\n<li>Her Disappearing Theme</li>\r\n<li>Canada vs. America</li>\r\n<li>Baroque Social</li>\r\n<li>No Smiling Darkness/Snake Charmers Association</li>\r\n<li>All My Friends</li>\r\n<li>Major Label Debut (Fast)</li>\r\n<li>Feel Good Lost Reprise</li>\r\n</ol></p>",,1
184,Lo-Fi for the Dividing Nights,2010,Arts & Crafts,www.arts-crafts.ca,ACX054,Rock,,.lofifordividingnights.jpg,CD,Single Disc,,EP,,Domestic,"<p><ol>\r\n<li>New Instructions</li>\r\n<li>Sudden Foot Loss</li>\r\n<li>Shabba Lights</li>\r\n<li>Song for Dee</li>\r\n<li>Eling\'s Haus</li>\r\n<li>Professor Sambo</li>\r\n<li>Never Felt Alive</li>\r\n<li>Paperweight Room</li>\r\n<li>Turbo Mouse</li>\r\n<li>Far Out</li>\r\n</ol></p>",,1
185,The Visitor,2009,Drag City,www.dragcity.com,DC375,Rock Experimental,,185.thevisitor.jpg,CD,Single Disc,,LP,,Domestic,"<p>&nbsp;</p>\r\n<ol>\r\n<li>The Visitor</li>\r\n</ol>\r\n<p>&nbsp;</p>",,1
186,Lord Newborn & the Magic Skulls,2009,Ubiquity,www.ubiquityrecords.com,URCD256,Rock Funk Soul Jazz,,.lordnewborn.jpg,CD,Single Disc,,LP,,Domestic,"<p>&nbsp;</p>\r\n<ol>\r\n<li>A Phase Shifter I\'m Going Through</li>\r\n<li>Astro Blue</li>\r\n<li>Dime Bag Conspiracy</li>\r\n<li>Escape from Prism</li>\r\n<li>Disco Loco</li>\r\n<li>Rainy Day Dog</li>\r\n<li>That\'s Right (It\'s Time to Get Down)</li>\r\n<li>She\'s My Melody</li>\r\n<li>Ringa Ding Ding Ding</li>\r\n<li>L.I.V.E.</li>\r\n<li>Revenge of the Fillet O\' Fish</li>\r\n<li>Ancient Scrolls</li>\r\n<li>Crazy Apartment</li>\r\n</ol>\r\n<p>&nbsp;</p>",,1
187,Completely Removed,2010,Dischord,www.dischord.com,DIS165,Rock Math Rock,,.completelyremoved.jpg,CD,Single Disc,,LP,,Domestic,"<p><ol>\r\n<li>For WMF</li>\r\n<li>Long Day</li>\r\n<li>Seasons</li>\r\n<li>We Could Be Others</li>\r\n<li>Rising to Sleep</li>\r\n<li>Brasil \'07</li>\r\n<li>Kilometers and Smiles</li>\r\n<li>Country Air</li>\r\n<li>Home Is Where We Are</li>\r\n<li>Postcards</li>\r\n<li>Tame on the Prowl</li>\r\n</ol></p>",,1
188,Your Favorite People All In One Place,2005,Dischord,www.dischord.com,DIS149,Rock Math Rock,,.favoritepeople.jpg,CD,Single Disc,,LP,,Domestic,"<p><ol>\r\n<li>Surprise!</li>\r\n<li>...Or at Least as Bad</li>\r\n<li>Twine Time</li>\r\n<li>This Is the Part We Laugh About</li>\r\n<li>Magazines for Entertainment</li>\r\n<li>Pills</li>\r\n<li>The Last of the Rest Was the End</li>\r\n<li>Opinions</li>\r\n<li>I Am the Harvest</li>\r\n<li>Occupied</li>\r\n</ol></p>",,1
189,Medications,2004,Dischord,www.dischord.com,DIS146,Rock Math Rock,,.medicationsep.jpg,CD,Single Disc,,EP,,Domestic,"<p><ol>\r\n<li>Safe and Sorry</li>\r\n<li>Exercise Your Futility</li>\r\n<li>Domestic Animals</li>\r\n<li>Reconcile Awake</li>\r\n<li>The Perfect Target</li>\r\n</ol></p>",,1
190,This Is How It Is Lost,2002,Emperor Jones,www.emperorjones.com,EJ70,Rock Math Rock,,.thisishowitislost.jpg,CD,Single Disc,,LP,,Domestic,"<p><ol>\r\n<li>Changing Faster</li>\r\n<li>The Western Way</li>\r\n<li>Machine Is Not Broken, Sir</li>\r\n<li>Abouting, Alonely</li>\r\n<li>Standing By</li>\r\n<li>I Am Not Telling</li>\r\n</ol></p>",,1
191,Machine Is Not Broken,1999,My Pal God,www.mypalgodrecords.com,MPG034,Rock Math Rock,,.machineisnotbroken.jpg,CD,Single Disc,,LP,,Domestic,"<p><ol>\r\n<li>Eight-Day Wait</li>\r\n<li>The Cup Is Fierce</li>\r\n<li>Perhaps You Would Be More Comfortable</li>\r\n<li>Order of Operations</li>\r\n<li>Under the Golden Horses</li>\r\n<li>Hampton Kicks</li>\r\n<li>Some Common Items You Never Notice</li>\r\n<li>The Pound Or the Fist</li>\r\n</ol></p>",,1
192,Box Fetish,1997,My Pal God,www.mypalgodrecords.com,MPG036,Rock,,.boxfetish.jpg,CD,Single Disc,,LP,,Domestic,"<p><ol>\r\n<li>Does It Suck to Be You</li>\r\n<li>The Inspector</li>\r\n<li>Adventures of Poo-Poo and Pee-Pee</li>\r\n<li>Carrots</li>\r\n<li>Loteria</li>\r\n<li>Open Case</li>\r\n<li>Kuc to Luc</li>\r\n<li>Gimpel the Fool</li>\r\n<li>5.24.94</li>\r\n<li>In Case</li>\r\n<li>Meat</li>\r\n<li>The Butcher</li>\r\n<li>Tuba Song</li>\r\n<li>No Good with Words</li>\r\n<li>Close Case</li>\r\n<li>Curtains</li>\r\n<li>Brief Case</li>\r\n<li>Out of Case</li>\r\n<li>Pete\'s Dance</li>\r\n</ol></p>",,1
193,Mostly Ape,2002,Righteous Babe,www.righteousbabe.com,RBR028,Rock,,.mostlyape.jpg,CD,Single Disc,,LP,,Domestic,"<p><ol>\r\n<li>Brain Liaters</li>\r\n<li>Igor Rosso</li>\r\n<li>Sevens</li>\r\n<li>The Metrics</li>\r\n<li>4style</li>\r\n<li>Elephants</li>\r\n<li>Clashing</li>\r\n<li>Air Con Dee</li>\r\n<li>Superbee</li>\r\n<li>Breakfast with Miletus</li>\r\n<li>Goose Geese</li>\r\n<li>Magoo</li>\r\n</ol></p>",,1
